"","Country Name","Country Code","Indicator Name","Indicator Code","year","value"
"4359","Low income","LIC","Population growth (annual %)","SP.POP.GROW","1976",2.556289483
"4360","Liechtenstein","LIE","Population growth (annual %)","SP.POP.GROW","1976",2.081605276
"4361","Sri Lanka","LKA","Population growth (annual %)","SP.POP.GROW","1976",1.856525393
"4362","Lower middle income","LMC","Population growth (annual %)","SP.POP.GROW","1976",2.374974571
"4363","Low & middle income","LMY","Population growth (annual %)","SP.POP.GROW","1976",2.070439296
"4364","Lesotho","LSO","Population growth (annual %)","SP.POP.GROW","1976",2.780523118
"4365","Late-demographic dividend","LTE","Population growth (annual %)","SP.POP.GROW","1976",1.605201609
"4366","Lithuania","LTU","Population growth (annual %)","SP.POP.GROW","1976",0.814807302
"4367","Luxembourg","LUX","Population growth (annual %)","SP.POP.GROW","1976",0.494942519
"4368","Latvia","LVA","Population growth (annual %)","SP.POP.GROW","1976",0.603153488
"4369","Macao SAR, China","MAC","Population growth (annual %)","SP.POP.GROW","1976",-1.062204315
"4370","St. Martin (French part)","MAF","Population growth (annual %)","SP.POP.GROW","1976",5.168560225
"4371","Morocco","MAR","Population growth (annual %)","SP.POP.GROW","1976",2.237514713
"4372","Monaco","MCO","Population growth (annual %)","SP.POP.GROW","1976",1.285455972
"4373","Moldova","MDA","Population growth (annual %)","SP.POP.GROW","1976",1.009962979
"4374","Madagascar","MDG","Population growth (annual %)","SP.POP.GROW","1976",2.836856203
"4375","Maldives","MDV","Population growth (annual %)","SP.POP.GROW","1976",2.993941578
"4376","Middle East & North Africa","MEA","Population growth (annual %)","SP.POP.GROW","1976",2.904022524
"4377","Mexico","MEX","Population growth (annual %)","SP.POP.GROW","1976",2.704732632
"4378","Marshall Islands","MHL","Population growth (annual %)","SP.POP.GROW","1976",3.745066266
"4379","Middle income","MIC","Population growth (annual %)","SP.POP.GROW","1976",2.036141326
"4380","North Macedonia","MKD","Population growth (annual %)","SP.POP.GROW","1976",1.242491654
"4381","Mali","MLI","Population growth (annual %)","SP.POP.GROW","1976",1.750177673
"4382","Malta","MLT","Population growth (annual %)","SP.POP.GROW","1976",0.508856894
"4383","Myanmar","MMR","Population growth (annual %)","SP.POP.GROW","1976",2.271364659
"4384","Middle East & North Africa (excluding high income)","MNA","Population growth (annual %)","SP.POP.GROW","1976",2.710455638
"4385","Montenegro","MNE","Population growth (annual %)","SP.POP.GROW","1976",1.10551247
"4386","Mongolia","MNG","Population growth (annual %)","SP.POP.GROW","1976",2.747300278
"4387","Northern Mariana Islands","MNP","Population growth (annual %)","SP.POP.GROW","1976",0.681137859
"4388","Mozambique","MOZ","Population growth (annual %)","SP.POP.GROW","1976",2.705155277
"4389","Mauritania","MRT","Population growth (annual %)","SP.POP.GROW","1976",2.944282459
"4390","Mauritius","MUS","Population growth (annual %)","SP.POP.GROW","1976",1.613261959
"4391","Malawi","MWI","Population growth (annual %)","SP.POP.GROW","1976",2.94347758
"4392","Malaysia","MYS","Population growth (annual %)","SP.POP.GROW","1976",2.488890951
"4393","North America","NAC","Population growth (annual %)","SP.POP.GROW","1976",0.990400209
"4394","Namibia","NAM","Population growth (annual %)","SP.POP.GROW","1976",2.417990888
"4395","New Caledonia","NCL","Population growth (annual %)","SP.POP.GROW","1976",1.125715452
"4396","Niger","NER","Population growth (annual %)","SP.POP.GROW","1976",2.854635451
"4397","Nigeria","NGA","Population growth (annual %)","SP.POP.GROW","1976",2.87289137
"4398","Nicaragua","NIC","Population growth (annual %)","SP.POP.GROW","1976",3.091008712
"4399","Netherlands","NLD","Population growth (annual %)","SP.POP.GROW","1976",0.784993389
"4400","Norway","NOR","Population growth (annual %)","SP.POP.GROW","1976",0.46901392
"4401","Nepal","NPL","Population growth (annual %)","SP.POP.GROW","1976",2.204243726
"4402","Nauru","NRU","Population growth (annual %)","SP.POP.GROW","1976",1.535193694
"4403","New Zealand","NZL","Population growth (annual %)","SP.POP.GROW","1976",0.884790066
"4404","OECD members","OED","Population growth (annual %)","SP.POP.GROW","1976",0.934630354
"4405","Oman","OMN","Population growth (annual %)","SP.POP.GROW","1976",5.017844684
"4406","Other small states","OSS","Population growth (annual %)","SP.POP.GROW","1976",2.091634999
"4407","Pakistan","PAK","Population growth (annual %)","SP.POP.GROW","1976",2.97468466
"4408","Panama","PAN","Population growth (annual %)","SP.POP.GROW","1976",2.615263692
"4409","Peru","PER","Population growth (annual %)","SP.POP.GROW","1976",2.647525759
"4410","Philippines","PHL","Population growth (annual %)","SP.POP.GROW","1976",2.773085361
"4411","Palau","PLW","Population growth (annual %)","SP.POP.GROW","1976",-0.520571472
"4412","Papua New Guinea","PNG","Population growth (annual %)","SP.POP.GROW","1976",2.512296871
"4413","Poland","POL","Population growth (annual %)","SP.POP.GROW","1976",0.997795383
"4414","Pre-demographic dividend","PRE","Population growth (annual %)","SP.POP.GROW","1976",2.983689251
"4415","Puerto Rico","PRI","Population growth (annual %)","SP.POP.GROW","1976",1.651418965
"4416","Korea, Dem. People’s Rep.","PRK","Population growth (annual %)","SP.POP.GROW","1976",1.705861554
"4417","Portugal","PRT","Population growth (annual %)","SP.POP.GROW","1976",2.844096717
"4418","Paraguay","PRY","Population growth (annual %)","SP.POP.GROW","1976",2.498790925
"4419","West Bank and Gaza","PSE","Population growth (annual %)","SP.POP.GROW","1976",NA
"4420","Pacific island small states","PSS","Population growth (annual %)","SP.POP.GROW","1976",2.073041396
"4421","Post-demographic dividend","PST","Population growth (annual %)","SP.POP.GROW","1976",0.669229116
"4422","French Polynesia","PYF","Population growth (annual %)","SP.POP.GROW","1976",3.235882929
"4423","Qatar","QAT","Population growth (annual %)","SP.POP.GROW","1976",5.563481786
"4424","Romania","ROU","Population growth (annual %)","SP.POP.GROW","1976",1.204587762
"4425","Russian Federation","RUS","Population growth (annual %)","SP.POP.GROW","1976",0.703185038
"4426","Rwanda","RWA","Population growth (annual %)","SP.POP.GROW","1976",3.188319862
"4427","South Asia","SAS","Population growth (annual %)","SP.POP.GROW","1976",2.36862922
"4428","Saudi Arabia","SAU","Population growth (annual %)","SP.POP.GROW","1976",5.038806555
"4429","Sudan","SDN","Population growth (annual %)","SP.POP.GROW","1976",3.513527649
"4430","Senegal","SEN","Population growth (annual %)","SP.POP.GROW","1976",2.554041693
"4431","Singapore","SGP","Population growth (annual %)","SP.POP.GROW","1976",1.347723378
"4432","Solomon Islands","SLB","Population growth (annual %)","SP.POP.GROW","1976",3.653696624
"4433","Sierra Leone","SLE","Population growth (annual %)","SP.POP.GROW","1976",2.131699845
"4434","El Salvador","SLV","Population growth (annual %)","SP.POP.GROW","1976",2.209274743
"4435","San Marino","SMR","Population growth (annual %)","SP.POP.GROW","1976",1.262731615
"4436","Somalia","SOM","Population growth (annual %)","SP.POP.GROW","1976",9.780261899
"4437","Serbia","SRB","Population growth (annual %)","SP.POP.GROW","1976",NA
"4438","Sub-Saharan Africa (excluding high income)","SSA","Population growth (annual %)","SP.POP.GROW","1976",2.840383464
"4439","South Sudan","SSD","Population growth (annual %)","SP.POP.GROW","1976",2.509661166
"4440","Sub-Saharan Africa","SSF","Population growth (annual %)","SP.POP.GROW","1976",2.836985418
"4441","Small states","SST","Population growth (annual %)","SP.POP.GROW","1976",1.816699885
"4442","Sao Tome and Principe","STP","Population growth (annual %)","SP.POP.GROW","1976",2.77922513
"4443","Suriname","SUR","Population growth (annual %)","SP.POP.GROW","1976",-0.358346858
"4444","Slovak Republic","SVK","Population growth (annual %)","SP.POP.GROW","1976",1.057918406
"4445","Slovenia","SVN","Population growth (annual %)","SP.POP.GROW","1976",1.475912486
"4446","Sweden","SWE","Population growth (annual %)","SP.POP.GROW","1976",0.363686099
"4447","Eswatini","SWZ","Population growth (annual %)","SP.POP.GROW","1976",3.119534553
"4448","Sint Maarten (Dutch part)","SXM","Population growth (annual %)","SP.POP.GROW","1976",NA
"4449","Seychelles","SYC","Population growth (annual %)","SP.POP.GROW","1976",2.02350889
"4450","Syrian Arab Republic","SYR","Population growth (annual %)","SP.POP.GROW","1976",3.378555505
"4451","Turks and Caicos Islands","TCA","Population growth (annual %)","SP.POP.GROW","1976",2.716537512
"4452","Chad","TCD","Population growth (annual %)","SP.POP.GROW","1976",2.047374375
"4453","East Asia & Pacific (IDA & IBRD countries)","TEA","Population growth (annual %)","SP.POP.GROW","1976",1.77023279
"4454","Europe & Central Asia (IDA & IBRD countries)","TEC","Population growth (annual %)","SP.POP.GROW","1976",1.090389513
"4455","Togo","TGO","Population growth (annual %)","SP.POP.GROW","1976",2.214591039
"4456","Thailand","THA","Population growth (annual %)","SP.POP.GROW","1976",2.452666848
"4457","Tajikistan","TJK","Population growth (annual %)","SP.POP.GROW","1976",2.812126643
"4458","Turkmenistan","TKM","Population growth (annual %)","SP.POP.GROW","1976",2.693653093
"4459","Latin America & the Caribbean (IDA & IBRD countries)","TLA","Population growth (annual %)","SP.POP.GROW","1976",2.364238886
"4460","Timor-Leste","TLS","Population growth (annual %)","SP.POP.GROW","1976",-0.314530239
"4461","Middle East & North Africa (IDA & IBRD countries)","TMN","Population growth (annual %)","SP.POP.GROW","1976",2.710455638
"4462","Tonga","TON","Population growth (annual %)","SP.POP.GROW","1976",1.031819554
"4463","South Asia (IDA & IBRD)","TSA","Population growth (annual %)","SP.POP.GROW","1976",2.36862922
"4464","Sub-Saharan Africa (IDA & IBRD countries)","TSS","Population growth (annual %)","SP.POP.GROW","1976",2.836985418
"4465","Trinidad and Tobago","TTO","Population growth (annual %)","SP.POP.GROW","1976",1.392036301
"4466","Tunisia","TUN","Population growth (annual %)","SP.POP.GROW","1976",2.26453025
"4467","Turkey","TUR","Population growth (annual %)","SP.POP.GROW","1976",2.296176005
"4468","Tuvalu","TUV","Population growth (annual %)","SP.POP.GROW","1976",4.2483979
"4469","Tanzania","TZA","Population growth (annual %)","SP.POP.GROW","1976",3.129141001
"4470","Uganda","UGA","Population growth (annual %)","SP.POP.GROW","1976",2.806113512
"4471","Ukraine","UKR","Population growth (annual %)","SP.POP.GROW","1976",0.566661809
"4472","Upper middle income","UMC","Population growth (annual %)","SP.POP.GROW","1976",1.790242986
"4473","Uruguay","URY","Population growth (annual %)","SP.POP.GROW","1976",0.394813358
"4474","United States","USA","Population growth (annual %)","SP.POP.GROW","1976",0.950220049
"4475","Uzbekistan","UZB","Population growth (annual %)","SP.POP.GROW","1976",2.742432461
"4476","St. Vincent and the Grenadines","VCT","Population growth (annual %)","SP.POP.GROW","1976",1.070952353
"4477","Venezuela, RB","VEN","Population growth (annual %)","SP.POP.GROW","1976",2.860243161
"4478","British Virgin Islands","VGB","Population growth (annual %)","SP.POP.GROW","1976",1.133841143
"4479","Virgin Islands (U.S.)","VIR","Population growth (annual %)","SP.POP.GROW","1976",1.764535685
"4480","Vietnam","VNM","Population growth (annual %)","SP.POP.GROW","1976",2.166694706
"4481","Vanuatu","VUT","Population growth (annual %)","SP.POP.GROW","1976",3.102804796
"4482","World","WLD","Population growth (annual %)","SP.POP.GROW","1976",1.785770086
"4483","Samoa","WSM","Population growth (annual %)","SP.POP.GROW","1976",0.663758586
"4484","Kosovo","XKX","Population growth (annual %)","SP.POP.GROW","1976",2.239169031
"4485","Yemen, Rep.","YEM","Population growth (annual %)","SP.POP.GROW","1976",2.665043206
"4486","South Africa","ZAF","Population growth (annual %)","SP.POP.GROW","1976",2.515025401
"4487","Zambia","ZMB","Population growth (annual %)","SP.POP.GROW","1976",3.372201249
"4488","Zimbabwe","ZWE","Population growth (annual %)","SP.POP.GROW","1976",3.262039133
"4489","Aruba","ABW","Population growth (annual %)","SP.POP.GROW","1977",-0.363781075
"4490","Afghanistan","AFG","Population growth (annual %)","SP.POP.GROW","1977",1.747838882
"4491","Angola","AGO","Population growth (annual %)","SP.POP.GROW","1977",3.432751989
"4492","Albania","ALB","Population growth (annual %)","SP.POP.GROW","1977",2.213252179
"4493","Andorra","AND","Population growth (annual %)","SP.POP.GROW","1977",3.08012203
"4494","Arab World","ARB","Population growth (annual %)","SP.POP.GROW","1977",3.259609657
"4495","United Arab Emirates","ARE","Population growth (annual %)","SP.POP.GROW","1977",14.21223981
"4496","Argentina","ARG","Population growth (annual %)","SP.POP.GROW","1977",1.499164259
"4497","Armenia","ARM","Population growth (annual %)","SP.POP.GROW","1977",1.878847074
"4498","American Samoa","ASM","Population growth (annual %)","SP.POP.GROW","1977",1.246467667
"4499","Antigua and Barbuda","ATG","Population growth (annual %)","SP.POP.GROW","1977",-0.334067092
"4500","Australia","AUS","Population growth (annual %)","SP.POP.GROW","1977",1.12667268
"4501","Austria","AUT","Population growth (annual %)","SP.POP.GROW","1977",0.038390494
"4502","Azerbaijan","AZE","Population growth (annual %)","SP.POP.GROW","1977",1.623353963
"4503","Burundi","BDI","Population growth (annual %)","SP.POP.GROW","1977",2.192101852
"4504","Belgium","BEL","Population growth (annual %)","SP.POP.GROW","1977",0.123479645
"4505","Benin","BEN","Population growth (annual %)","SP.POP.GROW","1977",2.544627382
"4506","Burkina Faso","BFA","Population growth (annual %)","SP.POP.GROW","1977",1.971156316
"4507","Bangladesh","BGD","Population growth (annual %)","SP.POP.GROW","1977",2.496344295
"4508","Bulgaria","BGR","Population growth (annual %)","SP.POP.GROW","1977",0.51909888
"4509","Bahrain","BHR","Population growth (annual %)","SP.POP.GROW","1977",6.620957931
"4510","Bahamas, The","BHS","Population growth (annual %)","SP.POP.GROW","1977",2.149771259
"4511","Bosnia and Herzegovina","BIH","Population growth (annual %)","SP.POP.GROW","1977",0.937812208
"4512","Belarus","BLR","Population growth (annual %)","SP.POP.GROW","1977",0.551023965
"4513","Belize","BLZ","Population growth (annual %)","SP.POP.GROW","1977",1.353755572
"4514","Bermuda","BMU","Population growth (annual %)","SP.POP.GROW","1977",0.37593985
"4515","Bolivia","BOL","Population growth (annual %)","SP.POP.GROW","1977",2.220150004
"4516","Brazil","BRA","Population growth (annual %)","SP.POP.GROW","1977",2.371182563
"4517","Barbados","BRB","Population growth (annual %)","SP.POP.GROW","1977",0.545397308
"4518","Brunei Darussalam","BRN","Population growth (annual %)","SP.POP.GROW","1977",3.810957091
"4519","Bhutan","BTN","Population growth (annual %)","SP.POP.GROW","1977",3.201518584
"4520","Botswana","BWA","Population growth (annual %)","SP.POP.GROW","1977",3.890951739
"4521","Central African Republic","CAF","Population growth (annual %)","SP.POP.GROW","1977",2.125703626
"4522","Canada","CAN","Population growth (annual %)","SP.POP.GROW","1977",1.170256878
"4523","Central Europe and the Baltics","CEB","Population growth (annual %)","SP.POP.GROW","1977",0.810221486
"4524","Switzerland","CHE","Population growth (annual %)","SP.POP.GROW","1977",-0.339010906
"4525","Channel Islands","CHI","Population growth (annual %)","SP.POP.GROW","1977",0.221185914
"4526","Chile","CHL","Population growth (annual %)","SP.POP.GROW","1977",1.530506119
"4527","China","CHN","Population growth (annual %)","SP.POP.GROW","1977",1.362779476
"4528","Cote d'Ivoire","CIV","Population growth (annual %)","SP.POP.GROW","1977",4.550069488
"4529","Cameroon","CMR","Population growth (annual %)","SP.POP.GROW","1977",2.86998206
"4530","Congo, Dem. Rep.","COD","Population growth (annual %)","SP.POP.GROW","1977",2.881068746
"4531","Congo, Rep.","COG","Population growth (annual %)","SP.POP.GROW","1977",2.917848139
"4532","Colombia","COL","Population growth (annual %)","SP.POP.GROW","1977",2.236028135
"4533","Comoros","COM","Population growth (annual %)","SP.POP.GROW","1977",3.671887978
"4534","Cabo Verde","CPV","Population growth (annual %)","SP.POP.GROW","1977",0.731813128
"4535","Costa Rica","CRI","Population growth (annual %)","SP.POP.GROW","1977",2.615407768
"4536","Caribbean small states","CSS","Population growth (annual %)","SP.POP.GROW","1977",1.08152853
"4537","Cuba","CUB","Population growth (annual %)","SP.POP.GROW","1977",0.957845027
"4538","Curacao","CUW","Population growth (annual %)","SP.POP.GROW","1977",0.040152849
"4539","Cayman Islands","CYM","Population growth (annual %)","SP.POP.GROW","1977",6.163122804
"4540","Cyprus","CYP","Population growth (annual %)","SP.POP.GROW","1977",1.209037502
"4541","Czech Republic","CZE","Population growth (annual %)","SP.POP.GROW","1977",0.598799763
"4542","Germany","DEU","Population growth (annual %)","SP.POP.GROW","1977",-0.226376663
"4543","Djibouti","DJI","Population growth (annual %)","SP.POP.GROW","1977",11.00770824
"4544","Dominica","DMA","Population growth (annual %)","SP.POP.GROW","1977",1.076029931
"4545","Denmark","DNK","Population growth (annual %)","SP.POP.GROW","1977",0.311445516
"4546","Dominican Republic","DOM","Population growth (annual %)","SP.POP.GROW","1977",2.466223857
"4547","Algeria","DZA","Population growth (annual %)","SP.POP.GROW","1977",2.867929863
"4548","East Asia & Pacific (excluding high income)","EAP","Population growth (annual %)","SP.POP.GROW","1977",1.613453146
"4549","Early-demographic dividend","EAR","Population growth (annual %)","SP.POP.GROW","1977",2.426254217
"4550","East Asia & Pacific","EAS","Population growth (annual %)","SP.POP.GROW","1977",1.559071283
"4551","Europe & Central Asia (excluding high income)","ECA","Population growth (annual %)","SP.POP.GROW","1977",1.086014869
"4552","Europe & Central Asia","ECS","Population growth (annual %)","SP.POP.GROW","1977",0.685483248
"4553","Ecuador","ECU","Population growth (annual %)","SP.POP.GROW","1977",2.689478263
"4554","Egypt, Arab Rep.","EGY","Population growth (annual %)","SP.POP.GROW","1977",2.27428644
"4555","Euro area","EMU","Population growth (annual %)","SP.POP.GROW","1977",0.400442354
"4556","Eritrea","ERI","Population growth (annual %)","SP.POP.GROW","1977",2.78047403
"4557","Spain","ESP","Population growth (annual %)","SP.POP.GROW","1977",1.029131809
"4558","Estonia","EST","Population growth (annual %)","SP.POP.GROW","1977",0.73604373
"4559","Ethiopia","ETH","Population growth (annual %)","SP.POP.GROW","1977",1.346517212
"4560","European Union","EUU","Population growth (annual %)","SP.POP.GROW","1977",0.487423276
"4561","Fragile and conflict affected situations","FCS","Population growth (annual %)","SP.POP.GROW","1977",2.870481692
"4562","Finland","FIN","Population growth (annual %)","SP.POP.GROW","1977",0.279738313
"4563","Fiji","FJI","Population growth (annual %)","SP.POP.GROW","1977",1.811235218
"4564","France","FRA","Population growth (annual %)","SP.POP.GROW","1977",0.455765232
"4565","Faroe Islands","FRO","Population growth (annual %)","SP.POP.GROW","1977",0.982644808
"4566","Micronesia, Fed. Sts.","FSM","Population growth (annual %)","SP.POP.GROW","1977",2.638853549
"4567","Gabon","GAB","Population growth (annual %)","SP.POP.GROW","1977",2.220839942
"4568","United Kingdom","GBR","Population growth (annual %)","SP.POP.GROW","1977",-0.032873848
"4569","Georgia","GEO","Population growth (annual %)","SP.POP.GROW","1977",0.681625222
"4570","Ghana","GHA","Population growth (annual %)","SP.POP.GROW","1977",1.906254861
"4571","Gibraltar","GIB","Population growth (annual %)","SP.POP.GROW","1977",0.178766559
"4572","Guinea","GIN","Population growth (annual %)","SP.POP.GROW","1977",1.515790844
"4573","Gambia, The","GMB","Population growth (annual %)","SP.POP.GROW","1977",3.341159502
"4574","Guinea-Bissau","GNB","Population growth (annual %)","SP.POP.GROW","1977",0.170669973
"4575","Equatorial Guinea","GNQ","Population growth (annual %)","SP.POP.GROW","1977",-2.369336205
"4576","Greece","GRC","Population growth (annual %)","SP.POP.GROW","1977",1.301109489
"4577","Grenada","GRD","Population growth (annual %)","SP.POP.GROW","1977",-1.373699382
"4578","Greenland","GRL","Population growth (annual %)","SP.POP.GROW","1977",-0.605450891
"4579","Guatemala","GTM","Population growth (annual %)","SP.POP.GROW","1977",2.250160973
"4580","Guam","GUM","Population growth (annual %)","SP.POP.GROW","1977",2.169511935
"4581","Guyana","GUY","Population growth (annual %)","SP.POP.GROW","1977",1.097652009
"4582","High income","HIC","Population growth (annual %)","SP.POP.GROW","1977",0.828098756
"4583","Hong Kong SAR, China","HKG","Population growth (annual %)","SP.POP.GROW","1977",1.44371142
"4584","Honduras","HND","Population growth (annual %)","SP.POP.GROW","1977",3.079603207
"4585","Heavily indebted poor countries (HIPC)","HPC","Population growth (annual %)","SP.POP.GROW","1977",2.696919768
"4586","Croatia","HRV","Population growth (annual %)","SP.POP.GROW","1977",0.51975241
"4587","Haiti","HTI","Population growth (annual %)","SP.POP.GROW","1977",1.964292317
"4588","Hungary","HUN","Population growth (annual %)","SP.POP.GROW","1977",0.464581043
"4589","IBRD only","IBD","Population growth (annual %)","SP.POP.GROW","1977",1.851100299
"4590","IDA & IBRD total","IBT","Population growth (annual %)","SP.POP.GROW","1977",1.99815686
"4591","IDA total","IDA","Population growth (annual %)","SP.POP.GROW","1977",2.69347091
"4592","IDA blend","IDB","Population growth (annual %)","SP.POP.GROW","1977",3.067239176
"4593","Indonesia","IDN","Population growth (annual %)","SP.POP.GROW","1977",2.441542881
"4594","IDA only","IDX","Population growth (annual %)","SP.POP.GROW","1977",2.516106453
"4595","Isle of Man","IMN","Population growth (annual %)","SP.POP.GROW","1977",1.570902198
"4596","India","IND","Population growth (annual %)","SP.POP.GROW","1977",2.291300827
"4597","Not classified","INX","Population growth (annual %)","SP.POP.GROW","1977",NA
"4598","Ireland","IRL","Population growth (annual %)","SP.POP.GROW","1977",1.35426325
"4599","Iran, Islamic Rep.","IRN","Population growth (annual %)","SP.POP.GROW","1977",3.119980822
"4600","Iraq","IRQ","Population growth (annual %)","SP.POP.GROW","1977",3.207629554
"4601","Iceland","ISL","Population growth (annual %)","SP.POP.GROW","1977",0.744426487
"4602","Israel","ISR","Population growth (annual %)","SP.POP.GROW","1977",2.239108379
"4603","Italy","ITA","Population growth (annual %)","SP.POP.GROW","1977",0.424722057
"4604","Jamaica","JAM","Population growth (annual %)","SP.POP.GROW","1977",1.231388541
"4605","Jordan","JOR","Population growth (annual %)","SP.POP.GROW","1977",2.611766746
"4606","Japan","JPN","Population growth (annual %)","SP.POP.GROW","1977",0.963675751
"4607","Kazakhstan","KAZ","Population growth (annual %)","SP.POP.GROW","1977",1.032349868
"4608","Kenya","KEN","Population growth (annual %)","SP.POP.GROW","1977",3.777195919
"4609","Kyrgyz Republic","KGZ","Population growth (annual %)","SP.POP.GROW","1977",1.92262579
"4610","Cambodia","KHM","Population growth (annual %)","SP.POP.GROW","1977",-2.858162029
"4611","Kiribati","KIR","Population growth (annual %)","SP.POP.GROW","1977",1.490869585
"4612","St. Kitts and Nevis","KNA","Population growth (annual %)","SP.POP.GROW","1977",-0.445030479
"4613","Korea, Rep.","KOR","Population growth (annual %)","SP.POP.GROW","1977",1.559039386
"4614","Kuwait","KWT","Population growth (annual %)","SP.POP.GROW","1977",6.049953028
"4615","Latin America & Caribbean (excluding high income)","LAC","Population growth (annual %)","SP.POP.GROW","1977",2.349205529
"4616","Lao PDR","LAO","Population growth (annual %)","SP.POP.GROW","1977",1.182695229
"4617","Lebanon","LBN","Population growth (annual %)","SP.POP.GROW","1977",0.20522709
"4618","Liberia","LBR","Population growth (annual %)","SP.POP.GROW","1977",2.774553827
"4619","Libya","LBY","Population growth (annual %)","SP.POP.GROW","1977",3.948357233
"4620","St. Lucia","LCA","Population growth (annual %)","SP.POP.GROW","1977",1.446269265
"4621","Latin America & Caribbean","LCN","Population growth (annual %)","SP.POP.GROW","1977",2.292241932
"4622","Least developed countries: UN classification","LDC","Population growth (annual %)","SP.POP.GROW","1977",2.483457483
"4623","Low income","LIC","Population growth (annual %)","SP.POP.GROW","1977",2.559286977
"4624","Liechtenstein","LIE","Population growth (annual %)","SP.POP.GROW","1977",2.137372339
"4625","Sri Lanka","LKA","Population growth (annual %)","SP.POP.GROW","1977",1.842605834
"4626","Lower middle income","LMC","Population growth (annual %)","SP.POP.GROW","1977",2.382695655
"4627","Low & middle income","LMY","Population growth (annual %)","SP.POP.GROW","1977",2.015322949
"4628","Lesotho","LSO","Population growth (annual %)","SP.POP.GROW","1977",2.891545463
"4629","Late-demographic dividend","LTE","Population growth (annual %)","SP.POP.GROW","1977",1.477154736
"4630","Lithuania","LTU","Population growth (annual %)","SP.POP.GROW","1977",0.789147833
"4631","Luxembourg","LUX","Population growth (annual %)","SP.POP.GROW","1977",0.173662847
"4632","Latvia","LVA","Population growth (annual %)","SP.POP.GROW","1977",0.568356002
"4633","Macao SAR, China","MAC","Population growth (annual %)","SP.POP.GROW","1977",-1.007674269
"4634","St. Martin (French part)","MAF","Population growth (annual %)","SP.POP.GROW","1977",6.310567064
"4635","Morocco","MAR","Population growth (annual %)","SP.POP.GROW","1977",2.288319088
"4636","Monaco","MCO","Population growth (annual %)","SP.POP.GROW","1977",1.11040823
"4637","Moldova","MDA","Population growth (annual %)","SP.POP.GROW","1977",0.848998588
"4638","Madagascar","MDG","Population growth (annual %)","SP.POP.GROW","1977",2.849806271
"4639","Maldives","MDV","Population growth (annual %)","SP.POP.GROW","1977",2.852988441
"4640","Middle East & North Africa","MEA","Population growth (annual %)","SP.POP.GROW","1977",2.952796677
"4641","Mexico","MEX","Population growth (annual %)","SP.POP.GROW","1977",2.623122844
"4642","Marshall Islands","MHL","Population growth (annual %)","SP.POP.GROW","1977",3.398942569
"4643","Middle income","MIC","Population growth (annual %)","SP.POP.GROW","1977",1.976726753
"4644","North Macedonia","MKD","Population growth (annual %)","SP.POP.GROW","1977",1.388090299
"4645","Mali","MLI","Population growth (annual %)","SP.POP.GROW","1977",1.736297934
"4646","Malta","MLT","Population growth (annual %)","SP.POP.GROW","1977",0.390375595
"4647","Myanmar","MMR","Population growth (annual %)","SP.POP.GROW","1977",2.249506978
"4648","Middle East & North Africa (excluding high income)","MNA","Population growth (annual %)","SP.POP.GROW","1977",2.7552257
"4649","Montenegro","MNE","Population growth (annual %)","SP.POP.GROW","1977",0.903317262
"4650","Mongolia","MNG","Population growth (annual %)","SP.POP.GROW","1977",2.682159334
"4651","Northern Mariana Islands","MNP","Population growth (annual %)","SP.POP.GROW","1977",0.146305805
"4652","Mozambique","MOZ","Population growth (annual %)","SP.POP.GROW","1977",2.781533694
"4653","Mauritania","MRT","Population growth (annual %)","SP.POP.GROW","1977",2.932659852
"4654","Mauritius","MUS","Population growth (annual %)","SP.POP.GROW","1977",1.627270866
"4655","Malawi","MWI","Population growth (annual %)","SP.POP.GROW","1977",3.059685723
"4656","Malaysia","MYS","Population growth (annual %)","SP.POP.GROW","1977",2.54673875
"4657","North America","NAC","Population growth (annual %)","SP.POP.GROW","1977",1.026850813
"4658","Namibia","NAM","Population growth (annual %)","SP.POP.GROW","1977",2.223527856
"4659","New Caledonia","NCL","Population growth (annual %)","SP.POP.GROW","1977",1.481508579
"4660","Niger","NER","Population growth (annual %)","SP.POP.GROW","1977",2.883343454
"4661","Nigeria","NGA","Population growth (annual %)","SP.POP.GROW","1977",2.993249544
"4662","Nicaragua","NIC","Population growth (annual %)","SP.POP.GROW","1977",3.078811339
"4663","Netherlands","NLD","Population growth (annual %)","SP.POP.GROW","1977",0.594626001
"4664","Norway","NOR","Population growth (annual %)","SP.POP.GROW","1977",0.42266132
"4665","Nepal","NPL","Population growth (annual %)","SP.POP.GROW","1977",2.227747614
"4666","Nauru","NRU","Population growth (annual %)","SP.POP.GROW","1977",1.539015736
"4667","New Zealand","NZL","Population growth (annual %)","SP.POP.GROW","1977",0.311361736
"4668","OECD members","OED","Population growth (annual %)","SP.POP.GROW","1977",0.950029266
"4669","Oman","OMN","Population growth (annual %)","SP.POP.GROW","1977",5.288545155
"4670","Other small states","OSS","Population growth (annual %)","SP.POP.GROW","1977",2.105912118
"4671","Pakistan","PAK","Population growth (annual %)","SP.POP.GROW","1977",3.038798946
"4672","Panama","PAN","Population growth (annual %)","SP.POP.GROW","1977",2.558293154
"4673","Peru","PER","Population growth (annual %)","SP.POP.GROW","1977",2.615660845
"4674","Philippines","PHL","Population growth (annual %)","SP.POP.GROW","1977",2.748344613
"4675","Palau","PLW","Population growth (annual %)","SP.POP.GROW","1977",-1.499066647
